# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = bern_1_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = /var/folders/fn/y98bp0qn4wggf910v31fp44c0000gp/T/tmpwehwblp5/cgt70msg.json
# init = 2 (Default)
# random
#   seed = 68769
# output
#   file = /Users/dominikwozniak/study/data_analytics/results/bern_1-20220305105506_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-10.9771,1,1.04554,1,1,0,10.9868,0.581724
-10.9674,0.998165,1.04554,2,3,0,10.9867,0.553938
-12.2249,0.695932,1.04554,1,3,0,12.4799,0.745659
-11.4985,1,1.04554,2,3,0,12.0809,0.685789
-11.8237,0.917916,1.04554,1,1,0,11.9153,0.716463
-11.8237,0.817457,1.04554,1,1,0,12.5474,0.716463
-14.0037,0.606837,1.04554,1,1,0,14.0045,0.827434
-11.2332,0.999722,1.04554,1,3,0,13.4008,0.651187
-11.4577,0.939185,1.04554,1,1,0,11.4998,0.68123
-10.9852,1,1.04554,1,3,0,11.3358,0.587307
-10.9924,0.999272,1.04554,2,3,0,10.9974,0.591366
-10.9724,1,1.04554,1,1,0,10.9867,0.577502
-11.8013,0.790549,1.04554,1,3,0,11.952,0.401956
-11.6141,1,1.04554,1,1,0,11.9131,0.420697
-11.9472,0.904221,1.04554,1,1,0,12.0939,0.388913
-11.5242,1,1.04554,1,1,0,11.9285,0.430738
-11.4961,1,1.04554,1,1,0,11.6757,0.434053
-11.1805,0.821864,1.04554,2,3,0,12.5834,0.480506
-12.2761,0.713728,1.04554,1,1,0,12.2765,0.36307
-11.4563,1,1.04554,1,1,0,12.0821,0.43891
-11.0933,0.962852,1.04554,1,3,0,11.665,0.624407
-11.3251,0.893426,1.04554,2,3,0,11.7764,0.456573
-11.5383,0.936151,1.04554,1,1,0,11.6177,0.429107
-11.0414,0.972294,1.04554,1,3,0,11.6437,0.610448
-11.2564,0.977079,1.04554,2,3,0,11.259,0.654819
-11.0632,1,1.04554,2,3,0,11.2025,0.507191
-11.2148,0.984539,1.04554,2,3,0,11.2276,0.474223
-11.5309,0.970606,1.04554,2,3,0,11.5312,0.689269
-11.4024,1,1.04554,1,1,0,11.5962,0.674698
-11.4024,0.539473,1.04554,1,3,0,14.0206,0.674698
-11.4624,0.99457,1.04554,2,3,0,11.5759,0.681771
-11.0825,1,1.04554,1,1,0,11.3552,0.621786
-10.9736,1,1.04554,1,3,0,11.051,0.578654
-12.0598,0.747611,1.04554,1,3,0,12.1752,0.734481
-11.0172,0.94674,1.04554,2,3,0,12.4364,0.602238
-11.0172,0.842722,1.04554,1,3,0,11.5411,0.602238
-11.0172,0.57879,1.04554,1,3,0,12.7437,0.602238
-11.2464,0.970986,1.04554,2,3,0,11.2465,0.653272
-12.9489,0.580246,1.04554,1,3,0,13.9157,0.32032
-18.6477,0.264556,1.04554,1,1,0,18.6478,0.141849
-10.9681,1,1.04554,1,3,0,17.7801,0.572135
-11.0959,0.968343,1.04554,1,3,0,11.1024,0.625017
-11.2038,0.969116,1.04554,1,1,0,11.2261,0.646343
-10.97,0.902522,1.04554,2,3,0,11.8001,0.550143
-11.1097,0.965274,1.04554,1,3,0,11.1139,0.495343
-12.0127,0.743606,1.04554,1,3,0,12.5795,0.731096
-12.2321,0.948242,1.04554,1,1,0,12.4656,0.746124
-12.2174,0.848134,1.04554,2,3,0,14.5497,0.745167
-12.5633,0.922911,1.04554,1,1,0,12.8159,0.765843
-11.3911,0.915673,1.04554,2,3,0,13.3484,0.44733
-11.8558,0.867353,1.04554,1,1,0,11.9251,0.396945
-11.4444,1,1.04554,1,1,0,11.8193,0.440403
-12.2782,0.777156,1.04554,1,1,0,12.3283,0.36292
-10.9704,1,1.04554,1,3,0,12.0802,0.575269
-11.7144,0.810801,1.04554,1,3,0,11.8435,0.410334
-12.2992,0.840307,1.04554,1,1,0,12.4404,0.361407
-11.2531,1,1.04554,2,3,0,12.1054,0.654313
-10.9761,1,1.04554,1,3,0,11.1803,0.580885
-10.9761,0.788406,1.04554,1,3,0,11.7155,0.580885
-12.5514,0.710941,1.04554,2,3,0,13.227,0.765185
-11.5768,1,1.04554,1,1,0,12.341,0.694007
-11.0471,0.962851,1.04554,1,3,0,11.7094,0.51197
-11.6907,0.897535,1.04554,2,3,0,11.783,0.70493
-11.0791,1,1.04554,1,3,0,11.5169,0.620934
-11.0439,0.581028,1.04554,2,3,0,14.1691,0.51296
-11.9041,0.859974,1.04554,2,3,0,12.0445,0.722909
-11.3063,1,1.04554,2,3,0,11.7369,0.459367
-11.8687,0.841229,1.04554,1,1,0,11.9084,0.395792
-11.2008,1,1.04554,2,3,0,11.7243,0.645831
-10.9652,0.99811,1.04554,1,3,0,11.1637,0.56038
-11.2653,0.921751,1.04554,1,3,0,11.3107,0.656172
-12.5865,0.653189,1.04554,1,3,0,13.4787,0.341987
-10.9781,0.999803,1.04554,1,3,0,12.3797,0.582488
-11.7885,0.8103,1.04554,1,3,0,11.8529,0.713521
-11.5059,1,1.04554,1,1,0,11.814,0.686597
-11.5059,0.818858,1.04554,1,1,0,12.1248,0.686597
-10.9763,0.984996,1.04554,1,3,0,11.4795,0.543859
-12.316,0.672502,1.04554,1,3,0,12.6486,0.751419
-11.3201,1,1.04554,2,3,0,12.0565,0.664045
-11.0773,0.94018,1.04554,2,3,0,11.7971,0.620481
-11.3035,0.884347,1.04554,2,3,0,11.7956,0.459789
-10.9771,0.99444,1.04554,2,3,0,11.3364,0.581739
-10.9795,0.999291,1.04554,1,1,0,10.9828,0.583495
-11.3174,0.927958,1.04554,2,3,0,11.4494,0.457698
-11.3174,0.781195,1.04554,1,1,0,11.9044,0.457698
-10.9748,1,1.04554,1,3,0,11.2226,0.545103
-11.1432,0.958897,1.04554,1,3,0,11.1461,0.487943
-11.0732,0.606312,1.04554,2,3,0,13.5885,0.619438
-11.057,1,1.04554,1,1,0,11.0931,0.615067
-11.1667,0.989437,1.04554,2,3,0,11.1791,0.639731
-11.204,0.989312,1.04554,1,1,0,11.2565,0.64638
-11.23,0.992607,1.04554,1,1,0,11.2952,0.65068
-11.1132,1,1.04554,1,1,0,11.2218,0.628937
-10.9674,1,1.04554,1,3,0,11.0778,0.571007
-13.7053,0.514026,1.04554,2,3,0,14.9524,0.282284
-11.4826,1,1.04554,1,1,0,13.0538,0.435676
-11.1874,0.931014,1.04554,2,3,0,12.01,0.643492
-11.2364,0.995362,1.04554,2,3,0,11.2926,0.651698
-11.7738,0.952032,1.04554,2,3,0,11.7923,0.40456
-11.6861,1,1.04554,1,1,0,11.9543,0.413185
-11.0861,1,1.04554,1,1,0,11.4996,0.501081
-10.9894,1,1.04554,2,3,0,11.0563,0.535035
-10.9701,0.928736,1.04554,2,3,0,11.3387,0.549949
-11.3633,0.894527,1.04554,1,3,0,11.4535,0.669795
-11.0433,1,1.04554,2,3,0,11.2939,0.513141
-11.2253,0.979922,1.04554,2,3,0,11.2316,0.472394
-10.9897,0.988229,1.04554,1,3,0,11.2518,0.58988
-10.996,0.99808,1.04554,1,1,0,11.0024,0.593179
-11.1276,0.914027,1.04554,2,3,0,11.4612,0.491292
-11.2242,0.938476,1.04554,2,3,0,11.5246,0.649733
-12.3923,0.787654,1.04554,1,3,0,12.3936,0.756048
-11.3106,1,1.04554,2,3,0,12.1079,0.662736
-11.2,1,1.04554,1,1,0,11.3286,0.645687
-11.0134,0.980807,1.04554,1,3,0,11.2789,0.52372
-10.9801,0.979647,1.04554,2,3,0,11.1154,0.540875
-11.3843,0.888203,1.04554,1,3,0,11.5091,0.672456
-11.7166,0.91448,1.04554,1,1,0,11.7805,0.707266
-11.5702,1,1.04554,2,3,0,11.8184,0.693338
-11.1326,1,1.04554,1,1,0,11.4518,0.633059
-10.9723,0.829831,1.04554,2,3,0,12.1217,0.577399
-12.166,0.723949,1.04554,1,3,0,12.3035,0.741785
-11.4629,1,1.04554,1,1,0,12.0226,0.681824
-12.9213,0.882184,1.04554,2,3,0,12.9225,0.784183
-11.4276,1,1.04554,1,1,0,12.542,0.677734
-11.0069,0.975781,1.04554,1,3,0,11.4845,0.526423
-10.9663,0.993777,1.04554,2,3,0,11.0416,0.556221
-11.049,0.97897,1.04554,1,3,0,11.0533,0.511383
-10.9704,0.947657,1.04554,2,3,0,11.3163,0.575326
-11.3126,0.916237,1.04554,1,3,0,11.336,0.663006
-12.6466,0.772389,1.04554,1,3,0,12.6468,0.77035
-11.5923,1,1.04554,2,3,0,12.414,0.695555
-11.6584,0.982708,1.04554,1,1,0,11.821,0.701937
-12.3029,0.780081,1.04554,1,3,0,13.6593,0.361137
-12.3224,0.994386,1.04554,1,1,0,12.725,0.359748
-11.5168,1,1.04554,2,3,0,12.1094,0.687774
-11.1477,1,1.04554,1,1,0,11.4235,0.63609
-10.9811,0.990224,1.04554,1,3,0,11.1669,0.540217
-11.0141,0.968836,1.04554,2,3,0,11.1302,0.523467
-11.3962,0.809017,1.04554,2,3,0,12.0373,0.44664
-11.0967,1,1.04554,2,3,0,11.3221,0.6252
-10.9867,0.979054,1.04554,2,3,0,11.2154,0.536559
-10.9992,0.998704,1.04554,2,3,0,11.0041,0.529922
-10.9659,0.701479,1.04554,2,3,0,12.7191,0.557352
-11.1326,0.955143,1.04554,1,3,0,11.163,0.633061
-12.3738,0.820406,1.04554,2,3,0,12.6212,0.356143
-11.2741,1,1.04554,2,3,0,12.0455,0.464334
-11.1004,0.869112,1.04554,2,3,0,11.9955,0.497536
-11.4089,0.908086,1.04554,1,1,0,11.4201,0.44496
-11.4089,0.560436,1.04554,1,1,0,12.7788,0.44496
-13.2491,0.792081,1.04554,2,3,0,13.2518,0.30422
-11.1319,1,1.04554,1,3,0,12.6317,0.490363
-11.1519,0.861528,1.04554,2,3,0,11.8511,0.486156
-11.4268,0.75957,1.04554,2,3,0,12.4933,0.442644
-11.4268,0.969281,1.04554,1,1,0,11.623,0.442644
-11.7855,0.65027,1.04554,2,3,0,13.7096,0.403448
-11.284,1,1.04554,1,1,0,11.6702,0.462768
-11.2729,0.797427,1.04554,2,3,0,12.445,0.464522
-12.8882,0.612889,1.04554,1,1,0,12.8883,0.323759
-11.9984,1,1.04554,1,1,0,12.8084,0.384592
-12.3227,0.90935,1.04554,1,1,0,12.5805,0.359729
-11.3707,1,1.04554,1,1,0,12.0616,0.450099
-11.2347,1,1.04554,1,1,0,11.3912,0.470788
-11.0569,1,1.04554,2,3,0,11.1885,0.509003
-11.6742,0.819876,1.04554,1,3,0,12.0331,0.703415
-10.9651,0.979033,1.04554,2,3,0,11.778,0.564383
-10.9711,0.998495,1.04554,1,3,0,10.9714,0.576119
-10.9711,0.892716,1.04554,1,3,0,11.3311,0.576119
-11.7763,0.796426,1.04554,1,3,0,11.9177,0.404317
-11.4517,0.736835,1.04554,2,3,0,13.6147,0.439485
-12.3505,0.925436,1.04554,2,3,0,12.3576,0.753534
-11.0767,1,1.04554,1,3,0,12.0265,0.620325
-11.3217,0.873533,1.04554,2,3,0,11.879,0.664263
-11.0283,1,1.04554,1,1,0,11.2357,0.606206
-11.7174,0.881298,1.04554,2,3,0,11.9053,0.410036
-11.4564,1,1.04554,1,1,0,11.7488,0.438893
-11.4564,0.691969,1.04554,1,1,0,12.3452,0.438893
-11.8036,0.966437,1.04554,2,3,0,11.9037,0.401746
-11.0076,0.980719,1.04554,1,3,0,11.8051,0.598437
-11.0113,0.998894,1.04554,1,1,0,11.0236,0.599942
-12.0316,0.775306,1.04554,1,3,0,12.0809,0.732468
-11.9194,1,1.04554,1,1,0,12.2388,0.724094
-12.0915,0.958386,1.04554,1,1,0,12.3131,0.736705
-15.6508,0.587643,1.04554,1,3,0,15.673,0.87263
-11.1164,0.924895,1.04554,2,3,0,16.1535,0.493807
-11.388,0.918634,1.04554,1,1,0,11.4048,0.447747
-11.388,0.809335,1.04554,1,1,0,11.919,0.447747
-11.0267,1,1.04554,2,3,0,11.3451,0.605646
-10.9704,0.990224,1.04554,2,3,0,11.0858,0.575358
-11.1461,0.940533,1.04554,2,3,0,11.3057,0.635783
-11.0118,0.98313,1.04554,1,3,0,11.223,0.52439
-11.3369,0.828845,1.04554,2,3,0,11.9154,0.454853
-11.5226,0.981394,1.04554,2,3,0,11.6091,0.430928
-11.4101,1,1.04554,2,3,0,11.6072,0.444809
-11.2754,1,1.04554,1,1,0,11.4435,0.464126
-12.0433,0.683594,1.04554,2,3,0,13.3999,0.733305
-11.376,1,1.04554,2,3,0,11.8568,0.449376
-12.1391,0.792649,1.04554,1,1,0,12.1797,0.373324
-11.0154,0.979982,1.04554,1,3,0,12.1196,0.601541
-10.9676,0.949177,1.04554,2,3,0,11.2839,0.571402
-11.0043,0.989319,1.04554,1,3,0,11.0171,0.527578
-11.1343,0.948783,1.04554,2,3,0,11.2833,0.633413
-12.1489,0.801807,1.04554,1,3,0,12.1539,0.740641
-12.1489,0.442288,1.04554,1,3,0,16.0606,0.740641
-13.3764,0.760426,1.04554,1,1,0,13.4702,0.804224
-12.4586,1,1.04554,1,1,0,13.3695,0.759934
-10.978,1,1.04554,1,3,0,12.1843,0.582386
-10.9855,0.997705,1.04554,1,1,0,10.9883,0.587491
-11.0795,0.942936,1.04554,2,3,0,11.2878,0.502775
-11.1292,0.984554,1.04554,1,1,0,11.157,0.490952
-11.9081,0.771091,1.04554,1,3,0,12.4704,0.723221
-10.9744,1,1.04554,1,3,0,11.7176,0.579395
-10.9997,0.992309,1.04554,1,1,0,11.0002,0.594961
-11.1458,0.954779,1.04554,1,3,0,11.2428,0.487411
-10.9899,0.989361,1.04554,1,3,0,11.1802,0.590011
-10.9733,1,1.04554,2,3,0,10.9856,0.578433
-11.2222,0.939907,1.04554,1,3,0,11.233,0.649416
-11.5939,0.9657,1.04554,2,3,0,11.5978,0.422889
-10.9678,1,1.04554,1,3,0,11.4468,0.553255
-10.9831,0.995249,1.04554,1,1,0,10.9831,0.538818
-10.966,1,1.04554,1,3,0,10.9781,0.556908
-10.9712,0.999272,1.04554,2,3,0,10.9712,0.548707
-11.2196,0.901219,1.04554,2,3,0,11.4932,0.473381
-11.0421,0.751644,1.04554,2,3,0,12.6697,0.610691
-11.1571,0.988898,1.04554,2,3,0,11.1656,0.637915
-11.0397,1,1.04554,2,3,0,11.1228,0.514287
-10.9659,0.916007,1.04554,2,3,0,11.459,0.567632
-11.8794,0.774812,1.04554,1,3,0,12.0035,0.39483
-11.6802,1,1.04554,1,1,0,12.0055,0.413785
-11.3983,1,1.04554,1,1,0,11.6853,0.446363
-10.9758,1,1.04554,1,3,0,11.2827,0.544233
-11.0076,0.987959,1.04554,2,3,0,11.0412,0.598425
-11.2925,0.937509,1.04554,1,3,0,11.2931,0.660165
-12.6133,0.771202,1.04554,1,3,0,12.6139,0.768567
-11.3402,1,1.04554,1,1,0,12.2813,0.66676
-10.965,0.998433,1.04554,1,3,0,11.2755,0.563197
-11.0081,0.987033,1.04554,2,3,0,11.0372,0.598623
-12.2628,0.725773,1.04554,1,3,0,12.3424,0.748088
-11.321,0.911833,1.04554,1,3,0,12.9039,0.457165
-11.321,0.659759,1.04554,1,1,0,12.2845,0.457165
-13.595,0.719924,1.04554,2,3,0,13.7338,0.812819
-11.3246,0.920639,1.04554,2,3,0,14.4391,0.664667
-12.5354,0.874106,1.04554,2,3,0,12.6427,0.345279
-14.3112,0.623688,1.04554,1,1,0,14.4998,0.256857
-14.0383,1,1.04554,1,1,0,15.0482,0.26785
-13.0363,1,1.04554,1,1,0,14.1897,0.315477
-10.9961,1,1.04554,1,3,0,12.5234,0.531458
-11.0402,0.986307,1.04554,1,1,0,11.0445,0.514139
-11.0374,1,1.04554,1,1,0,11.0614,0.515039
-11.0374,0.346518,1.04554,1,3,0,13.8932,0.515039
-11.5184,0.857295,1.04554,1,3,0,11.7942,0.687939
-11.1603,1,1.04554,1,1,0,11.4313,0.638536
-11.0232,1,1.04554,1,1,0,11.1231,0.604419
-11.0078,1,1.04554,1,1,0,11.0289,0.598514
-11.1024,0.674172,1.04554,2,3,0,13.1079,0.497063
-10.9651,0.988402,1.04554,2,3,0,11.1645,0.561613
-11.0901,0.884248,1.04554,2,3,0,11.5478,0.623644
-10.9839,0.826051,1.04554,2,3,0,12.0882,0.586495
-10.9936,0.997057,1.04554,1,1,0,10.9978,0.591987
-10.9891,1,1.04554,1,1,0,10.9987,0.589542
-11.0482,0.982356,1.04554,1,1,0,11.0495,0.612505
-11.3215,0.923411,1.04554,1,1,0,11.323,0.664231
-13.5997,0.610544,1.04554,1,3,0,13.6402,0.812999
-12.4845,1,1.04554,1,1,0,13.5258,0.761421
-12.3407,1,1.04554,2,3,0,12.7782,0.752935
-11.873,0.865399,1.04554,2,3,0,14.203,0.720458
-11.2846,1,1.04554,2,3,0,11.7324,0.659026
-11.054,0.968644,1.04554,2,3,0,11.4461,0.509854
-11.4918,0.787949,1.04554,2,3,0,12.2533,0.685052
-12.0731,0.859884,1.04554,1,1,0,12.1297,0.735418
-11.4742,1,1.04554,1,1,0,11.9685,0.683102
-13.013,0.679547,1.04554,1,1,0,13.0135,0.788483
-12.0044,1,1.04554,1,1,0,12.8778,0.730491
-11.537,1,1.04554,1,1,0,11.9632,0.689915
-11.3803,1,1.04554,1,1,0,11.5837,0.671951
-11.2323,1,1.04554,2,3,0,11.391,0.651051
-11.5151,0.782901,1.04554,2,3,0,12.8093,0.431804
-12.9621,0.651024,1.04554,1,1,0,12.9882,0.319579
-12.7268,0.683592,1.04554,1,3,0,16.1189,0.774549
-10.9808,0.963845,1.04554,1,3,0,12.6304,0.540367
-11.2896,0.940153,1.04554,2,3,0,11.3735,0.659754
-10.9657,0.579157,1.04554,2,3,0,14.3423,0.567159
-11.0476,0.867794,1.04554,2,3,0,11.6417,0.511801
-11.3429,0.911717,1.04554,1,1,0,11.3454,0.454003
-11.4736,0.960328,1.04554,1,1,0,11.5697,0.436777
-11.1571,1,1.04554,2,3,0,11.3863,0.63792
-11.3663,0.942221,1.04554,1,1,0,11.3922,0.670181
-12.5073,0.684177,1.04554,1,3,0,13.5301,0.347117
-10.965,1,1.04554,1,3,0,12.2056,0.561731
-11.009,0.987525,1.04554,2,3,0,11.0355,0.599006
-11.3232,0.948275,1.04554,2,3,0,11.3907,0.456851
-11.3232,0.584564,1.04554,1,1,0,12.5714,0.456851
-11.1484,0.842567,1.04554,2,3,0,12.2138,0.486869
-11.1484,0.48506,1.04554,2,3,0,14.3965,0.486869
-11.1036,1,1.04554,1,1,0,11.1703,0.496778
-10.9962,1,1.04554,1,1,0,11.0711,0.531403
-10.9663,1,1.04554,1,3,0,10.9877,0.556259
-11.0602,0.974137,1.04554,1,3,0,11.0803,0.615946
-11.0027,1,1.04554,1,1,0,11.0472,0.596293
-11.0027,0.542053,1.04554,1,3,0,12.8807,0.596293
-12.0287,0.800063,1.04554,2,3,0,12.4175,0.382098
-11.5623,1,1.04554,1,1,0,12.0026,0.426384
-12.2479,0.93794,1.04554,2,3,0,12.3385,0.365126
-11.891,0.670474,1.04554,2,3,0,15.0299,0.393799
-11.891,0.794436,1.04554,1,1,0,12.6126,0.393799
-11.21,1,1.04554,1,1,0,11.694,0.475086
