# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = bern_1_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = /var/folders/fn/y98bp0qn4wggf910v31fp44c0000gp/T/tmpwehwblp5/cgt70msg.json
# init = 2 (Default)
# random
#   seed = 68769
# output
#   file = /Users/dominikwozniak/study/data_analytics/results/bern_1-20220305105506_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-14.0091,0.826247,0.961245,1,1,0,14.3904,0.26907
-11.3948,1,0.961245,2,3,0,13.4821,0.673758
-11.1278,0.95133,0.961245,1,3,0,11.7823,0.491251
-12.3676,0.847981,0.961245,2,3,0,12.4098,0.754565
-11.2402,0.994973,0.961245,1,3,0,12.1067,0.652303
-11.723,0.889095,0.961245,1,1,0,11.731,0.70784
-11.8552,0.843451,0.961245,1,3,0,13.4359,0.397002
-11.0181,1,0.961245,1,3,0,11.6582,0.521892
-11.9506,0.775528,0.961245,2,3,0,12.6461,0.388621
-11.9506,0.720648,0.961245,1,1,0,12.9899,0.388621
-10.9716,1,0.961245,1,3,0,11.8019,0.54829
-10.9856,0.996145,0.961245,1,1,0,10.9858,0.537246
-10.9766,0.88474,0.961245,2,3,0,11.6554,0.581283
-12.2953,0.711463,0.961245,1,3,0,12.5231,0.750133
-11.951,1,0.961245,1,1,0,12.377,0.72651
-10.9675,1,0.961245,1,3,0,11.8754,0.571291
-10.9876,0.73564,0.961245,2,3,0,12.7003,0.588728
-10.9771,0.995226,0.961245,2,3,0,11.0234,0.543177
-10.9722,0.997324,0.961245,2,3,0,10.9975,0.577262
-11.1907,0.950177,0.961245,1,3,0,11.209,0.644074
-11.1907,0.787581,0.961245,1,3,0,12.1747,0.644074
-11.0914,1,0.961245,1,1,0,11.1811,0.623941
-11.0436,1,0.961245,1,1,0,11.091,0.611146
-11.2361,0.983244,0.961245,2,3,0,11.237,0.47055
-11.1754,1,0.961245,1,1,0,11.2655,0.481484
-11.8424,0.832922,0.961245,1,1,0,11.8435,0.398166
-12.5459,0.833153,0.961245,1,1,0,12.6617,0.344599
-12.2435,1,0.961245,1,1,0,12.7463,0.365454
-10.9829,1,0.961245,2,3,0,12.1994,0.58585
-11.2528,0.922902,0.961245,1,3,0,11.3804,0.467769
-11.1058,1,0.961245,1,1,0,11.2287,0.496262
-11.7388,0.830729,0.961245,2,3,0,12.3485,0.709233
-11.2403,1,0.961245,1,1,0,11.6246,0.652319
-11.2656,0.925023,0.961245,2,3,0,11.9384,0.465678
-11.698,0.888522,0.961245,1,1,0,11.722,0.41198
-11.4307,1,0.961245,2,3,0,11.7053,0.442135
-11.1761,1,0.961245,1,1,0,11.382,0.48135
-11.1008,0.966005,0.961245,1,3,0,11.465,0.626154
-11.8935,0.770361,0.961245,1,3,0,12.487,0.393584
-11.4615,1,0.961245,1,1,0,11.8424,0.438259
-11.9759,0.870717,0.961245,1,1,0,12.032,0.386475
-10.9819,1,0.961245,2,3,0,11.9401,0.585158
-10.9819,0.554852,0.961245,1,3,0,13.0249,0.585158
-11.1517,0.964061,0.961245,1,3,0,11.1568,0.636877
-10.9665,1,0.961245,1,3,0,11.1268,0.569232
-11.2247,0.948213,0.961245,2,3,0,11.3297,0.64982
-11.3763,0.962979,0.961245,1,1,0,11.4142,0.671445
-11.7211,0.921134,0.961245,1,1,0,11.763,0.707668
-10.9955,1,0.961245,1,3,0,11.593,0.592926
-11.0153,0.919473,0.961245,2,3,0,11.4938,0.522981
-11.2151,0.921703,0.961245,2,3,0,11.5224,0.474173
-11.5293,0.858255,0.961245,1,3,0,12.2199,0.689101
-11.2662,1,0.961245,1,1,0,11.4961,0.656307
-11.5097,0.942042,0.961245,1,1,0,11.5434,0.687006
-12.9027,0.815263,0.961245,1,3,0,12.9029,0.783293
-11.7387,1,0.961245,1,1,0,12.6704,0.709224
-11.0318,0.960981,0.961245,1,3,0,11.9746,0.516922
-11.2802,0.933523,0.961245,1,1,0,11.2803,0.463367
-11.289,0.869959,0.961245,2,3,0,12.2378,0.659663
-11.0545,1,0.961245,1,1,0,11.2291,0.614345
-12.1677,0.858036,0.961245,2,3,0,12.3009,0.371122
-11.9781,1,0.961245,1,1,0,12.3518,0.386291
-13.7618,0.640998,0.961245,1,1,0,13.7992,0.279753
-11.1166,1,0.961245,1,3,0,13.1943,0.49374
-12.6082,0.71733,0.961245,1,3,0,12.6454,0.340613
-11.3931,1,0.961245,1,1,0,12.2872,0.447055
-12.0297,0.947398,0.961245,2,3,0,12.061,0.382017
-10.9697,0.997015,0.961245,1,3,0,11.997,0.574465
-12.4784,0.658405,0.961245,1,3,0,12.844,0.34903
-12.2426,1,0.961245,2,3,0,12.7091,0.365518
-11.7933,0.851021,0.961245,2,3,0,14.0985,0.713923
-11.0311,1,0.961245,1,3,0,11.6342,0.607157
-10.9886,1,0.961245,1,1,0,11.0209,0.589288
-10.9665,0.827687,0.961245,2,3,0,12.0656,0.569217
-10.9842,0.994979,0.961245,2,3,0,10.9994,0.586656
-10.9725,0.795354,0.961245,2,3,0,12.2818,0.547254
-10.9997,0.992547,0.961245,1,1,0,10.9997,0.529682
-10.9984,1,0.961245,1,1,0,11.0083,0.530321
-10.978,1,0.961245,2,3,0,10.9937,0.54246
-12.9508,0.727094,0.961245,2,3,0,13.2132,0.785584
-11.871,1,0.961245,1,1,0,12.7612,0.720299
-11.0377,0.956915,0.961245,1,3,0,12.1375,0.514941
-11.0113,1,0.961245,1,1,0,11.0385,0.524572
-11.5648,0.83734,0.961245,1,3,0,11.8922,0.692787
-11.0234,1,0.961245,1,3,0,11.4427,0.604506
-11.2542,0.976171,0.961245,2,3,0,11.261,0.467537
-11.0193,1,0.961245,1,3,0,11.1892,0.521417
-10.9976,0.930013,0.961245,2,3,0,11.4402,0.593962
-11.2133,0.933233,0.961245,1,3,0,11.3623,0.474499
-11.5363,0.915057,0.961245,1,1,0,11.5593,0.429336
-11.1036,1,0.961245,2,3,0,11.4179,0.49677
-11.2748,0.953744,0.961245,1,1,0,11.2886,0.464225
-11.3164,0.832893,0.961245,2,3,0,12.4473,0.663539
-10.9734,1,0.961245,2,3,0,11.2805,0.546457
-10.9698,1,0.961245,1,1,0,10.9731,0.550411
-10.9652,0.962259,0.961245,2,3,0,11.1792,0.564836
-10.972,0.998406,0.961245,1,3,0,10.9725,0.577071
-10.9662,0.990288,0.961245,2,3,0,11.0283,0.556481
-11.1067,0.962324,0.961245,1,3,0,11.1475,0.627484
-10.9714,1,0.961245,1,3,0,11.0789,0.57651
-12.185,0.80382,0.961245,2,3,0,12.5356,0.743047
-11.5702,1,0.961245,2,3,0,12.0889,0.693342
-10.9876,0.98054,0.961245,2,3,0,11.7021,0.58872
-11.1864,0.94824,0.961245,2,3,0,11.3555,0.643321
-10.9738,1,0.961245,2,3,0,11.1593,0.545998
-10.9774,0.999021,0.961245,1,1,0,10.9791,0.542936
-10.9995,0.997978,0.961245,2,3,0,11.0002,0.529799
-11.1467,0.970995,0.961245,1,3,0,11.1467,0.487232
-12.1418,0.885708,0.961245,2,3,0,12.1635,0.740156
-13.5586,0.918957,0.961245,2,3,0,13.5936,0.811429
-12.383,1,0.961245,1,1,0,13.4226,0.755489
-11.1254,0.696156,0.961245,2,3,0,15.4307,0.491782
-11.0772,0.950053,0.961245,2,3,0,11.4816,0.503388
-11.2268,0.986474,0.961245,2,3,0,11.237,0.472146
-11.0183,0.97956,0.961245,1,3,0,11.3661,0.602641
-12.0511,0.788769,0.961245,1,3,0,12.1368,0.733863
-12.9451,0.83302,0.961245,1,1,0,13.0257,0.785315
-11.2405,0.991398,0.961245,1,3,0,12.5959,0.652361
-11.113,1,0.961245,2,3,0,11.225,0.628887
-11.4305,0.922818,0.961245,1,1,0,11.4332,0.678075
-11.1399,1,0.961245,1,1,0,11.3646,0.634551
-11.1858,0.988346,0.961245,1,1,0,11.2218,0.643202
-11.1453,0.840008,0.961245,2,3,0,12.3641,0.487513
-11.758,0.845031,0.961245,1,1,0,11.7585,0.406075
-11.758,0.726649,0.961245,1,3,0,13.9811,0.406075
-11.0199,0.973557,0.961245,1,3,0,11.9264,0.603217
-11.148,0.952403,0.961245,1,3,0,11.3143,0.486949
-11.148,0.546525,0.961245,1,3,0,13.1576,0.486949
-11.7895,0.935413,0.961245,2,3,0,11.7898,0.403071
-11.0661,0.961578,0.961245,1,3,0,12.0806,0.617571
-14.4251,0.419734,0.961245,1,3,0,15.0076,0.840839
-12.3633,1,0.961245,2,3,0,14.0539,0.754303
-10.9673,1,0.961245,2,3,0,12.2397,0.554209
-10.9673,0.774809,0.961245,1,3,0,11.8254,0.554209
-10.9781,0.773556,0.961245,2,3,0,12.3776,0.582474
-10.9875,0.997483,0.961245,1,1,0,10.9894,0.588636
-11.0239,0.990323,0.961245,1,1,0,11.0252,0.604661
-10.9959,0.988197,0.961245,2,3,0,11.1188,0.593138
-11.5122,0.857697,0.961245,1,3,0,11.7474,0.432142
-12.6523,0.739709,0.961245,1,1,0,12.6697,0.337847
-11.164,1,0.961245,2,3,0,12.3729,0.639225
-10.9658,1,0.961245,1,3,0,11.141,0.567437
-12.3084,0.774355,0.961245,2,3,0,12.7578,0.360745
-11.2757,1,0.961245,2,3,0,12.0638,0.657719
-11.1373,1,0.961245,1,1,0,11.2614,0.634025
-11.0392,0.976977,0.961245,1,3,0,11.3069,0.514447
-11.0742,0.99035,0.961245,1,1,0,11.0883,0.504168
-11.1189,0.778927,0.961245,2,3,0,12.4555,0.630179
-12.2118,0.877863,0.961245,2,3,0,12.2893,0.3678
-11.0437,1,0.961245,1,3,0,11.9365,0.513009
-11.0437,0.541469,0.961245,1,3,0,13.0453,0.513009
-11.69,0.868876,0.961245,1,3,0,11.6995,0.412786
-11.1488,1,0.961245,1,1,0,11.5431,0.486787
-10.965,0.995614,0.961245,2,3,0,11.1744,0.562077
-10.965,0.459907,0.961245,1,3,0,13.5676,0.562077
-10.9651,0.999369,0.961245,2,3,0,10.9685,0.561106
-11.252,0.928713,0.961245,1,3,0,11.3008,0.467898
-11.4366,0.717158,0.961245,2,3,0,13.1431,0.678786
-11.3291,1,0.961245,1,1,0,11.48,0.665272
-11.1807,0.941404,0.961245,2,3,0,11.8476,0.480477
-12.2128,0.7261,0.961245,2,3,0,13.215,0.744873
-12.5619,0.930883,0.961245,1,1,0,12.7675,0.765764
-10.9672,0.995566,0.961245,1,3,0,12.4875,0.570753
-11.0429,0.978872,0.961245,1,3,0,11.0701,0.513259
-11.6539,0.876185,0.961245,1,3,0,11.6619,0.416493
-11.8668,0.944652,0.961245,1,1,0,12.0124,0.395963
-10.9945,0.982098,0.961245,1,3,0,11.9561,0.592449
-10.9684,0.754641,0.961245,2,3,0,12.6147,0.552372
-10.965,0.942166,0.961245,2,3,0,11.2918,0.562619
-10.9654,0.997625,0.961245,2,3,0,10.978,0.558989
-11.0047,0.848704,0.961245,2,3,0,11.8661,0.597197
-11.0047,0.424899,0.961245,2,3,0,15.7127,0.597197
-11.0563,0.976989,0.961245,1,3,0,11.1593,0.509179
-11.2095,0.958464,0.961245,1,1,0,11.2154,0.475175
-11.5475,0.911292,0.961245,1,1,0,11.5684,0.428053
-11.3523,1,0.961245,1,1,0,11.565,0.452666
-12.4407,0.633021,0.961245,1,3,0,13.9059,0.758894
-13.4094,0.831513,0.961245,1,1,0,13.5352,0.80556
-12.0187,1,0.961245,2,3,0,13.1554,0.731532
-11.061,1,0.961245,1,3,0,11.8188,0.616177
-11.5835,0.903105,0.961245,1,3,0,11.5891,0.694677
-10.968,1,0.961245,1,3,0,11.5197,0.572104
-11.0246,0.987245,0.961245,1,3,0,11.0277,0.604905
-10.9825,0.957592,0.961245,2,3,0,11.2957,0.539206
-11.0666,0.815465,0.961245,2,3,0,12.102,0.6177
-11.0814,0.996159,0.961245,1,1,0,11.1051,0.6215
-10.9806,1,0.961245,2,3,0,11.0594,0.540559
-11.4809,0.862226,0.961245,1,3,0,11.6893,0.683846
-10.9803,1,0.961245,2,3,0,11.4167,0.540723
-10.9731,0.993818,0.961245,2,3,0,11.0215,0.578233
-11.0015,0.992381,0.961245,1,1,0,11.0015,0.595781
-12.5566,0.635472,0.961245,1,3,0,13.1009,0.343906
-12.0028,1,0.961245,1,1,0,12.588,0.384234
-12.2015,0.949595,0.961245,1,1,0,12.4395,0.368571
-11.532,1,0.961245,1,1,0,12.0777,0.429838
-11.232,0.903685,0.961245,2,3,0,12.4077,0.471249
-10.9709,1,0.961245,2,3,0,11.2219,0.575868
-11.4227,0.895055,0.961245,1,3,0,11.4816,0.677148
-10.9935,1,0.961245,2,3,0,11.3489,0.532758
-11.4718,0.895606,0.961245,1,3,0,11.4922,0.436987
-12.2792,0.935326,0.961245,2,3,0,12.3111,0.362843
-12.0069,1,0.961245,1,1,0,12.433,0.383887
-11.102,1,0.961245,1,3,0,11.7658,0.497164
-11.1058,0.843265,0.961245,2,3,0,12.0911,0.627281
-12.2416,0.694783,0.961245,1,3,0,12.9696,0.365592
-11.0046,1,0.961245,2,3,0,12.1405,0.59713
-10.9651,0.999659,0.961245,1,3,0,11.003,0.560986
-10.9883,0.910902,0.961245,2,3,0,11.4776,0.589099
-10.9664,0.695532,0.961245,2,3,0,13.0954,0.569105
-10.9757,0.998075,0.961245,1,3,0,10.9758,0.580561
-11.4634,0.871444,0.961245,1,3,0,11.6239,0.438031
-11.3154,1,0.961245,2,3,0,11.4915,0.458006
-11.724,0.894578,0.961245,1,1,0,11.76,0.409387
-11.3949,0.870606,0.961245,2,3,0,12.9756,0.446819
-12.2534,0.794059,0.961245,1,1,0,12.2704,0.364727
-11.862,1,0.961245,1,1,0,12.3178,0.396391
-10.9771,0.990521,0.961245,1,3,0,11.8809,0.581719
-10.9758,0.995902,0.961245,2,3,0,11.007,0.580624
-10.9843,0.885357,0.961245,2,3,0,11.6598,0.538037
-12.8315,0.674556,0.961245,2,3,0,13.6742,0.327045
-12.9446,0.972904,0.961245,1,1,0,13.4079,0.320557
-12.6118,1,0.961245,1,1,0,13.223,0.340386
-11.1955,1,0.961245,1,3,0,12.2386,0.477699
-10.9767,0.991948,0.961245,1,3,0,11.2316,0.581381
-11.2354,0.959962,0.961245,2,3,0,11.2817,0.470671
-11.9996,0.811968,0.961245,1,1,0,12.0028,0.384492
-11.2983,1,0.961245,1,1,0,11.8214,0.460578
-11.0456,1,0.961245,1,1,0,11.2289,0.512416
-11.1562,0.882435,0.961245,2,3,0,11.7828,0.637752
-12.1576,0.898024,0.961245,2,3,0,12.2043,0.371894
-11.025,1,0.961245,2,3,0,12.0272,0.605055
-11.9753,0.750365,0.961245,1,3,0,12.4235,0.386526
-11.0341,1,0.961245,1,3,0,11.7487,0.516146
-11.259,0.977184,0.961245,2,3,0,11.2593,0.466758
-11.428,0.954605,0.961245,1,1,0,11.479,0.44249
-13.2008,0.717469,0.961245,1,3,0,13.2013,0.306714
-10.9791,0.956773,0.961245,2,3,0,13.4432,0.541663
-10.9706,0.998141,0.961245,1,3,0,10.9919,0.575588
-10.9662,1,0.961245,1,3,0,10.9694,0.568372
-10.9669,0.999932,0.961245,2,3,0,10.9671,0.57008
-11.5856,0.888672,0.961245,2,3,0,11.79,0.694886
-11.202,1,0.961245,1,1,0,11.5003,0.646033
-11.1164,1,0.961245,1,1,0,11.2036,0.629639
-10.9858,1,0.961245,1,3,0,11.083,0.587684
-11.0005,0.984845,0.961245,2,3,0,11.087,0.529332
-11.0099,0.997386,0.961245,1,1,0,11.0178,0.525147
-11.3838,0.884082,0.961245,2,3,0,11.78,0.448313
-12.4518,0.751168,0.961245,1,1,0,12.4586,0.350811
-11.0376,1,0.961245,1,3,0,12.1375,0.514982
-11.2939,0.931496,0.961245,1,1,0,11.294,0.46125
-12.5802,0.598164,0.961245,1,3,0,14.0177,0.766766
-10.9659,0.992329,0.961245,1,3,0,12.5246,0.567559
-10.9659,0.512876,0.961245,1,3,0,13.2645,0.567559
-10.9655,0.999856,0.961245,2,3,0,10.9669,0.558596
-10.9654,1,0.961245,1,1,0,10.9656,0.559161
-10.9651,0.999017,0.961245,2,3,0,10.9709,0.56352
-11.0017,0.992423,0.961245,2,3,0,11.0164,0.595863
-11.5113,0.85774,0.961245,1,3,0,11.7613,0.432245
-10.9972,1,0.961245,1,3,0,11.3899,0.5309
-11.0127,0.995722,0.961245,1,1,0,11.0187,0.524002
-11.7992,0.779065,0.961245,1,3,0,12.222,0.714419
-11.1036,0.951722,0.961245,2,3,0,12.213,0.496777
-10.9975,0.987575,0.961245,1,3,0,11.1861,0.593884
-11.044,0.979824,0.961245,1,3,0,11.1301,0.512913
-11.0241,0.972948,0.961245,2,3,0,11.2301,0.519644
-12.2128,0.755111,0.961245,1,3,0,12.2771,0.367723
-10.9667,0.97284,0.961245,2,3,0,12.3679,0.555295
-11.0225,0.725779,0.961245,2,3,0,12.7447,0.604174
-10.9781,0.944061,0.961245,2,3,0,11.3719,0.542418
-10.9883,0.999057,0.961245,2,3,0,10.9902,0.535613
-11.0262,0.977885,0.961245,2,3,0,11.1287,0.518868
-11.0054,0.91409,0.961245,2,3,0,11.5457,0.597473
-11.0852,0.97912,0.961245,1,1,0,11.0866,0.622446
-10.9937,1,0.961245,2,3,0,11.0609,0.592023
-11.0827,0.991711,0.961245,2,3,0,11.0828,0.621841
-11.2,0.99007,0.961245,2,3,0,11.2121,0.645697
-11.2,0.840883,0.961245,1,3,0,11.9476,0.645697
-11.5455,0.918115,0.961245,1,1,0,11.5573,0.690801
-11.0632,0.961886,0.961245,2,3,0,11.8693,0.616788
-10.9706,0.703009,0.961245,2,3,0,13.1903,0.549437
-10.9654,0.958431,0.961245,2,3,0,11.2018,0.565671
-10.9963,0.992497,0.961245,1,3,0,11,0.593315
-11.8913,0.770238,0.961245,1,3,0,12.2329,0.393772
-11.4479,1,0.961245,1,1,0,11.8327,0.439961
-13.0251,0.659212,0.961245,1,1,0,13.0255,0.31609
-11.6247,1,0.961245,2,3,0,12.6782,0.419563
-11.0455,1,0.961245,1,3,0,11.4705,0.512439
-12.1572,0.774822,0.961245,1,3,0,12.1985,0.371925
-15.5539,0.6748,0.961245,2,7,0,15.5761,0.870437
-15.6264,0.989986,0.961245,2,7,0,15.6278,0.212056
-11.1604,0.998638,0.961245,1,3,0,14.8158,0.48443
-11.8253,0.833232,0.961245,1,1,0,11.8258,0.399732
-11.0348,0.969171,0.961245,1,3,0,12.0371,0.608361
-11.2209,0.938499,0.961245,2,3,0,11.505,0.649207
-11.449,0.945052,0.961245,1,1,0,11.4758,0.680234
-11.449,0.383433,0.961245,1,3,0,15.4517,0.680234
-10.9651,0.997138,0.961245,1,3,0,11.4265,0.561336
-10.9663,0.995838,0.961245,2,3,0,10.988,0.568735
-10.9653,1,0.961245,2,3,0,10.966,0.559712
-11.5907,0.849877,0.961245,1,3,0,11.6953,0.423229
-11.1326,0.949468,0.961245,1,3,0,12.0128,0.633056
-10.9757,0.989775,0.961245,2,3,0,11.2022,0.580532
-11.098,0.967858,0.961245,2,3,0,11.1963,0.625507
-11.0058,0.902773,0.961245,2,3,0,11.7562,0.526905
-10.9936,0.503903,0.961245,2,3,0,15.403,0.59195
-10.9655,0.998752,0.961245,2,3,0,11.0012,0.566227
-11.0702,0.978102,0.961245,2,3,0,11.1149,0.618643
-10.9876,0.683654,0.961245,2,3,0,13.367,0.536072
-10.9738,0.953688,0.961245,2,3,0,11.2531,0.578842
-11.129,0.95551,0.961245,1,3,0,11.198,0.49099
-11.3518,0.9403,0.961245,1,1,0,11.3663,0.452738
-10.9689,0.982854,0.961245,2,3,0,11.4567,0.551618
-10.9719,0.997932,0.961245,2,3,0,10.9829,0.57701
-11.1525,0.959015,0.961245,1,3,0,11.1661,0.637036
-11.0692,1,0.961245,1,1,0,11.1441,0.618388
-11.3185,0.938,0.961245,1,1,0,11.3198,0.663821
-11.3381,0.930656,0.961245,2,3,0,12.0526,0.454685
-11.0477,1,0.961245,1,1,0,11.2579,0.511761
-11.2812,0.978201,0.961245,2,3,0,11.2823,0.658538
-11.1187,0.890919,0.961245,2,3,0,12.189,0.493281
-11.5521,0.960485,0.961245,2,3,0,11.5534,0.691482
-12.4144,0.824064,0.961245,1,1,0,12.4328,0.757356
-11.6777,1,0.961245,1,1,0,12.2977,0.703732
-11.5503,1,0.961245,1,1,0,11.7644,0.691298
-11.3597,0.837938,0.961245,2,3,0,13.0373,0.45163
-11.9563,0.850846,0.961245,1,1,0,11.9847,0.388137
-11.0728,0.924059,0.961245,2,3,0,12.5503,0.504548
-11.8385,0.767023,0.961245,1,3,0,12.4263,0.717674
-11.3475,1,0.961245,2,3,0,11.7432,0.66773
-11.1156,0.955491,0.961245,2,3,0,11.7575,0.629461
-11.0371,0.978453,0.961245,1,3,0,11.2766,0.515149
-11.35,0.578319,0.961245,2,3,0,13.911,0.668056
-11.1935,0.937278,0.961245,2,3,0,11.9141,0.478073
-10.9749,1,0.961245,2,3,0,11.1733,0.579829
-11.1608,0.947118,0.961245,1,3,0,11.2415,0.484351
-11.6383,0.82284,0.961245,1,3,0,12.2992,0.700041
-11.6383,0.815596,0.961245,1,1,0,12.3838,0.700041
-11.2608,1,0.961245,1,1,0,11.5646,0.655489
-12.5221,0.764021,0.961245,2,3,0,13.4922,0.763551
-12.3888,1,0.961245,1,1,0,12.7889,0.755838
-13.7352,0.775529,0.961245,1,1,0,13.8027,0.818035
-12.2728,0.904742,0.961245,2,3,0,15.4407,0.748717
-12.4325,0.967646,0.961245,1,1,0,12.6959,0.758417
-11.5671,1,0.961245,1,1,0,12.2587,0.693026
-12.529,0.807067,0.961245,1,1,0,12.5425,0.763934
-14.1836,0.739925,0.961245,1,1,0,14.2329,0.833347
-13.281,1,0.961245,1,1,0,14.2922,0.800278
-12.467,1,0.961245,1,1,0,13.2814,0.760421
-11.0067,1,0.961245,2,3,0,12.2247,0.526515
-11.342,0.929988,0.961245,1,3,0,11.3465,0.454125
-11.0833,1,0.961245,1,1,0,11.2748,0.501777
-10.9677,1,0.961245,2,3,0,11.0786,0.57147
-10.9677,0.567918,0.961245,1,3,0,12.902,0.57147
-11.0489,0.977241,0.961245,1,3,0,11.0788,0.511416
-11.1522,0.990595,0.961245,2,3,0,11.1605,0.486099
-11.1354,1,0.961245,1,1,0,11.191,0.489609
-11.105,0.918524,0.961245,2,3,0,11.7057,0.627105
-11.1294,0.908172,0.961245,2,3,0,11.7807,0.490903
-11.1294,0.107411,0.961245,1,3,0,18.5195,0.490903
-11.0132,0.983322,0.961245,1,3,0,11.2471,0.600693
-11.0386,0.974508,0.961245,2,3,0,11.1971,0.514643
-11.0963,0.984146,0.961245,1,1,0,11.1071,0.498526
-10.9989,1,0.961245,2,3,0,11.0698,0.530074
-11.0624,0.965514,0.961245,2,3,0,11.2183,0.507428
-11.3351,0.927307,0.961245,1,1,0,11.3365,0.455119
-11.9904,0.837323,0.961245,1,1,0,12.0106,0.385261
-11.5839,1,0.961245,1,1,0,11.9789,0.423981
-11.2361,1,0.961245,1,1,0,11.5139,0.470551
-11.1011,1,0.961245,1,1,0,11.2155,0.497359
-11.5687,0.865918,0.961245,2,3,0,12.0869,0.693185
-11.417,1,0.961245,1,1,0,11.6136,0.676461
-11.1539,0.949152,0.961245,2,3,0,11.9043,0.637298
-12.9492,0.685424,0.961245,1,3,0,13.0531,0.785506
-14.8159,0.910203,0.961245,2,3,0,14.8806,0.852015
-14.6151,1,0.961245,1,1,0,15.4327,0.846411
-11.0724,1,0.961245,2,3,0,13.8643,0.504667
-11.7112,0.799101,0.961245,1,3,0,12.2398,0.706783
-11.0303,1,0.961245,1,3,0,11.5642,0.606864
-10.9783,1,0.961245,2,3,0,11.0173,0.542268
-12.6858,0.596324,0.961245,1,3,0,13.3079,0.772419
-13.4935,0.953853,0.961245,2,3,0,13.6845,0.808903
-12.4859,1,0.961245,1,1,0,13.4295,0.761503
-15.0052,0.637856,0.961245,1,1,0,15.0062,0.857052
-14.0512,1,0.961245,2,3,0,15.2151,0.829024
-12.0415,1,0.961245,1,1,0,13.6572,0.733175
-13.0698,0.811257,0.961245,1,1,0,13.1323,0.791078
-11.5584,0.9894,0.961245,1,3,0,12.7384,0.692129
-11.3146,0.930068,0.961245,2,3,0,12.3208,0.663291
-11.6053,0.932069,0.961245,1,1,0,11.6425,0.696845
-11.6053,0.275217,0.961245,1,3,0,17.5906,0.696845
-11.8797,0.827974,0.961245,1,3,0,13.3016,0.394802
