# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = bern_1_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /var/folders/fn/y98bp0qn4wggf910v31fp44c0000gp/T/tmpwehwblp5/cgt70msg.json
# init = 2 (Default)
# random
#   seed = 68769
# output
#   file = /Users/dominikwozniak/study/data_analytics/results/bern_1-20220305105506_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-11.9157,0.953608,1.01835,2,3,0,11.9334,0.723811
-11.3842,0.857053,1.01835,2,3,0,13.5526,0.448257
-11.1378,0.954843,1.01835,1,3,0,11.7229,0.634127
-11.3322,0.948881,1.01835,1,1,0,11.351,0.665698
-10.9664,0.994765,1.01835,1,3,0,11.3065,0.555995
-10.9698,0.999015,1.01835,1,1,0,10.9698,0.550396
-11.0013,0.973428,1.01835,2,3,0,11.1098,0.595667
-11.1272,0.958443,1.01835,1,3,0,11.236,0.491387
-11.0216,0.982354,1.01835,1,3,0,11.2385,0.60385
-14.1719,0.593516,1.01835,2,3,0,14.9476,0.262383
-11.1113,1,1.01835,2,3,0,13.8435,0.628524
-11.2423,0.910495,1.01835,2,3,0,11.7487,0.469507
-11.1282,1,1.01835,1,1,0,11.2386,0.491159
-11.1282,0.816024,1.01835,1,3,0,12.0483,0.491159
-11.0569,0.935978,1.01835,2,3,0,11.511,0.509016
-11.0131,1,1.01835,1,1,0,11.0516,0.52385
-11.3111,0.906684,1.01835,1,3,0,11.5101,0.662799
-11.2754,1,1.01835,1,1,0,11.3794,0.657686
-11.0532,1,1.01835,1,1,0,11.2164,0.613977
-11.0442,1,1.01835,1,1,0,11.0713,0.611305
-11.1462,0.919792,1.01835,2,3,0,11.5565,0.487319
-11.1898,0.987211,1.01835,1,1,0,11.2352,0.47876
-11.5452,0.900978,1.01835,1,1,0,11.5671,0.428319
-11.3588,1,1.01835,1,1,0,11.5744,0.451751
-10.9687,1,1.01835,1,3,0,11.277,0.551904
-11.1554,0.954398,1.01835,1,3,0,11.1675,0.485434
-10.9734,1,1.01835,1,3,0,11.1084,0.546443
-12.3811,0.686796,1.01835,1,3,0,12.5246,0.35563
-11.1952,1,1.01835,1,3,0,12.0376,0.477759
-11.6089,0.963804,1.01835,2,3,0,11.6094,0.697195
-10.9734,1,1.01835,1,3,0,11.4946,0.57851
-10.9657,0.994591,1.01835,2,3,0,11.0035,0.557814
-12.4611,0.650504,1.01835,1,3,0,12.8087,0.760079
-12.4637,0.999442,1.01835,1,1,0,12.8324,0.760228
-11.4401,1,1.01835,2,3,0,12.2217,0.679196
-11.6923,0.938291,1.01835,1,1,0,11.7711,0.705078
-11.1318,1,1.01835,2,3,0,11.5489,0.490374
-10.9811,0.975598,1.01835,2,3,0,11.286,0.540178
-11.1447,0.839272,1.01835,2,3,0,11.872,0.635508
-11.2857,0.915144,1.01835,2,3,0,11.788,0.462506
-11.1317,0.894439,1.01835,2,3,0,11.9676,0.490409
-10.9705,0.982909,1.01835,2,3,0,11.2338,0.549496
-10.9662,0.997702,1.01835,2,3,0,10.9838,0.568407
-10.9734,0.992464,1.01835,2,3,0,11.0057,0.546391
-11.1612,0.955426,1.01835,1,3,0,11.1681,0.484269
-11.1585,1,1.01835,1,1,0,11.217,0.484809
-10.9844,0.971615,1.01835,2,3,0,11.3395,0.538007
-13.7648,0.529965,1.01835,2,3,0,15.099,0.279618
-11.5669,1,1.01835,1,1,0,13.1606,0.425871
-10.9703,0.995184,1.01835,1,3,0,11.5233,0.575246
-11.4779,0.878941,1.01835,1,3,0,11.5329,0.683513
-12.3827,0.803151,1.01835,1,1,0,12.3991,0.75547
-12.1188,1,1.01835,1,1,0,12.5516,0.738596
-11.449,1,1.01835,1,1,0,11.9837,0.680233
-11.579,0.967481,1.01835,1,1,0,11.6817,0.694225
-11.579,0.843123,1.01835,1,1,0,12.1669,0.694225
-10.9665,0.995224,1.01835,2,3,0,11.5896,0.55566
-11.0863,0.964108,1.01835,2,3,0,11.1778,0.50103
-11.4815,0.890015,1.01835,1,1,0,11.4839,0.435804
-10.965,0.978008,1.01835,2,3,0,11.6056,0.562617
-11.5204,0.861581,1.01835,1,3,0,11.6009,0.431176
-11.9402,0.962227,1.01835,2,3,0,12.0351,0.389513
-11.2459,1,1.01835,2,3,0,11.7504,0.468901
-11.1168,0.897223,1.01835,2,3,0,11.9409,0.629722
-11.0345,0.968568,1.01835,2,3,0,11.3648,0.608269
-10.9736,0.967993,1.01835,2,3,0,11.228,0.546197
-10.992,0.994618,1.01835,1,1,0,10.9925,0.533579
-10.9729,1,1.01835,1,1,0,10.9868,0.546879
-11.0032,0.991143,1.01835,1,1,0,11.0033,0.528072
-10.9669,0.998597,1.01835,1,3,0,11.0058,0.570025
-11.2151,0.938932,1.01835,1,3,0,11.2422,0.648243
-11.8469,0.800705,1.01835,1,3,0,12.5317,0.397757
-11.1081,0.954788,1.01835,1,3,0,12.145,0.627801
-11.387,0.902709,1.01835,1,3,0,11.7462,0.447878
-11.1667,1,1.01835,1,1,0,11.3504,0.483192
-10.9788,1,1.01835,2,3,0,11.1527,0.582996
-10.965,0.98014,1.01835,2,3,0,11.0858,0.563066
-11.8412,0.804285,1.01835,2,3,0,12.288,0.398279
-11.1203,0.891985,1.01835,2,3,0,12.7176,0.492927
-10.9658,1,1.01835,1,3,0,11.0902,0.557572
-10.9665,0.999799,1.01835,1,1,0,10.9666,0.555751
-11.0556,0.977985,1.01835,1,3,0,11.0619,0.509383
-11.4545,0.888959,1.01835,1,1,0,11.4546,0.439133
-11.0273,1,1.01835,1,3,0,11.3295,0.518504
-11.6532,0.818259,1.01835,1,3,0,11.9978,0.701453
-11.2149,0.932658,1.01835,1,3,0,12.1624,0.47422
-11.0706,0.924118,1.01835,2,3,0,11.6963,0.505155
-11.001,0.835546,1.01835,2,3,0,12.0156,0.595561
-11.0984,0.990195,1.01835,2,3,0,11.1015,0.498012
-11.0984,0.829492,1.01835,1,1,0,11.5475,0.498012
-11.0129,1,1.01835,1,1,0,11.0772,0.523913
-10.9658,0.999451,1.01835,2,3,0,11.0162,0.567359
-10.9656,1,1.01835,1,1,0,10.9659,0.566677
-11.3187,0.921541,1.01835,2,3,0,11.4813,0.663849
-11.0209,0.631041,1.01835,2,3,0,14.1432,0.520807
-12.1859,0.748393,1.01835,1,3,0,12.2295,0.369745
-10.9813,1,1.01835,1,3,0,11.9246,0.54002
-11.2761,0.915426,1.01835,1,3,0,11.3971,0.657778
-11.4848,0.946852,1.01835,1,1,0,11.5325,0.684281
-11.0715,1,1.01835,1,3,0,11.3724,0.618979
-12.2424,0.834951,1.01835,2,3,0,12.447,0.36553
-11.1393,0.880941,1.01835,2,3,0,13.244,0.488784
-12.2325,0.648365,1.01835,2,3,0,13.5995,0.366262
-11.0722,0.962812,1.01835,1,3,0,12.4426,0.619175
-11.1979,0.965959,1.01835,1,1,0,11.2096,0.645324
-11.3411,0.962447,1.01835,1,1,0,11.3798,0.666884
-12.3664,0.924039,1.01835,2,3,0,12.3676,0.754496
-11.1271,0.946147,1.01835,2,3,0,12.7806,0.491413
-11.0295,0.909687,1.01835,2,3,0,11.6712,0.606606
-11.2608,0.973833,1.01835,2,3,0,11.2742,0.466465
-11.7016,0.734613,1.01835,2,3,0,13.0272,0.411618
-11.7016,0.405218,1.01835,2,3,0,15.5213,0.411618
-11.7016,0.700506,1.01835,1,1,0,12.6853,0.411618
-11.1362,1,1.01835,2,3,0,11.5386,0.489443
-11.8059,0.821738,1.01835,1,1,0,11.8069,0.401526
-13.6336,0.860804,1.01835,2,3,0,13.6654,0.285556
-12.3521,1,1.01835,1,1,0,13.4783,0.357654
-11.1408,1,1.01835,1,3,0,12.0041,0.488453
-11.4757,0.906168,1.01835,1,1,0,11.489,0.436518
-11.3073,1,1.01835,1,1,0,11.4984,0.459204
-11.3685,0.982208,1.01835,1,1,0,11.4577,0.450397
-11.4644,0.990802,1.01835,2,3,0,11.5652,0.437906
-10.978,1,1.01835,1,3,0,11.3473,0.54248
-10.9656,0.822539,1.01835,2,3,0,11.9687,0.558385
-11.6197,0.840276,1.01835,1,3,0,11.7016,0.420095
-11.9915,0.966518,1.01835,2,3,0,12.1186,0.385171
-12.3797,0.898366,1.01835,1,1,0,12.6024,0.355728
-11.4736,0.897364,1.01835,1,3,0,13.4332,0.683029
-11.4736,0.761073,1.01835,1,1,0,12.3412,0.683029
-11.0335,1,1.01835,2,3,0,11.3824,0.516363
-11.5222,0.894628,1.01835,1,3,0,11.5239,0.430975
-11.8853,0.901049,1.01835,1,1,0,11.9881,0.394306
-11.5349,1,1.01835,1,1,0,11.8927,0.429498
-11.2288,1,1.01835,1,1,0,11.4802,0.471786
-10.9671,0.981062,1.01835,2,3,0,11.3387,0.554439
-10.9726,0.813632,1.01835,2,3,0,12.0205,0.547184
-11.0172,0.9791,1.01835,2,3,0,11.0886,0.522237
-11.1808,0.952808,1.01835,1,1,0,11.182,0.480462
-11.2946,0.989003,1.01835,2,3,0,11.3391,0.461138
-10.9695,1,1.01835,1,3,0,11.223,0.550703
-11.6859,0.829304,1.01835,1,3,0,11.7543,0.413198
-11.1486,1,1.01835,1,1,0,11.5334,0.486833
-11.1486,0.782018,1.01835,1,1,0,11.7439,0.486833
-10.9712,0.981167,1.01835,2,3,0,11.2615,0.548731
-10.9683,0.997626,1.01835,2,3,0,10.985,0.552461
-11.0514,0.980012,1.01835,1,3,0,11.0549,0.51063
-11.0527,0.999879,1.01835,2,3,0,11.0779,0.510262
-11.3687,0.963221,1.01835,2,3,0,11.3698,0.450373
-10.9685,1,1.01835,1,3,0,11.2855,0.552139
-11.1668,0.945574,1.01835,1,3,0,11.2229,0.639748
-11.2134,0.995814,1.01835,2,3,0,11.2602,0.647953
-11.2457,0.997111,1.01835,2,3,0,11.3078,0.653175
-11.3961,0.879832,1.01835,2,3,0,12.2299,0.446657
-11.8075,0.887819,1.01835,1,1,0,11.8722,0.401378
-11.633,1,1.01835,2,3,0,11.9197,0.41868
-11.3342,0.826289,1.01835,2,3,0,12.9438,0.455245
-11.2129,1,1.01835,1,1,0,11.3509,0.474567
-11.1451,1,1.01835,1,1,0,11.234,0.487559
-11.7325,0.841779,1.01835,1,1,0,11.7357,0.408556
-11.7325,0.46754,1.01835,1,3,0,14.4017,0.408556
-12.2373,0.86773,1.01835,1,1,0,12.3748,0.365909
-14.2657,0.593533,1.01835,1,1,0,14.3443,0.258643
-11.49,1,1.01835,1,3,0,13.5093,0.434783
-11.0714,0.917029,1.01835,2,3,0,12.1152,0.504945
-10.9659,1,1.01835,1,3,0,11.0498,0.557294
-11.2836,0.935258,1.01835,2,3,0,11.3959,0.65889
-11.0706,1,1.01835,1,1,0,11.2302,0.618764
-11.7061,0.817144,1.01835,1,3,0,12.1046,0.411163
-12.2727,0.852747,1.01835,1,1,0,12.3954,0.363315
-11.0007,0.983419,1.01835,1,3,0,12.2792,0.595421
-10.9681,0.978984,1.01835,2,3,0,11.1215,0.552722
-10.975,0.997976,1.01835,1,1,0,10.9752,0.5449
-10.9669,0.930524,1.01835,2,3,0,11.3383,0.554824
-11.0671,0.972235,1.01835,1,3,0,11.0954,0.617829
-10.9939,1,1.01835,1,1,0,11.0473,0.592118
-11.0042,0.997061,1.01835,1,1,0,11.0106,0.59697
-11.9213,0.810133,1.01835,2,3,0,12.4492,0.724245
-12.9758,0.791946,1.01835,1,1,0,13.0372,0.786756
-13.2845,0.980632,1.01835,2,3,0,13.6731,0.800426
-11.3397,1,1.01835,2,3,0,12.8041,0.454452
-11.7713,0.882267,1.01835,1,1,0,11.8203,0.404795
-11.0423,1,1.01835,2,3,0,11.6842,0.61075
-11.0895,0.391581,1.01835,2,3,0,17.5211,0.500211
-11.5964,0.86136,1.01835,1,1,0,11.5969,0.422613
-11.3454,0.92128,1.01835,1,3,0,12.3233,0.667459
-11.0866,0.544347,1.01835,2,3,0,15.2412,0.500956
-11.0147,0.985132,1.01835,1,3,0,11.1828,0.601286
-11.0136,1,1.01835,1,1,0,11.0281,0.60085
-11.0409,0.992317,1.01835,1,1,0,11.05,0.610305
-11.2845,0.975404,1.01835,2,3,0,11.2851,0.659016
-11.0739,0.965561,1.01835,1,3,0,11.5036,0.504257
-11.3531,0.972069,1.01835,2,3,0,11.3576,0.66846
-11.3368,1,1.01835,1,1,0,11.447,0.666315
-11.3761,0.99659,1.01835,2,3,0,11.4692,0.671423
-11.3761,0.863572,1.01835,1,3,0,12.4908,0.671423
-10.9761,0.987198,1.01835,1,3,0,11.3893,0.544032
-11.1193,0.852108,1.01835,2,3,0,11.7884,0.630252
-11.0405,1,1.01835,1,1,0,11.1068,0.610174
-11.0138,1,1.01835,1,1,0,11.0422,0.600923
-10.9937,1,1.01835,1,1,0,11.013,0.592002
-11.2857,0.936253,1.01835,1,3,0,11.2915,0.659189
-10.9988,0.980999,1.01835,1,3,0,11.3603,0.530139
-11.1221,0.964239,1.01835,1,1,0,11.1225,0.492512
-11.1793,0.983252,1.01835,1,1,0,11.2155,0.48075
-11.6851,0.951481,1.01835,2,3,0,11.6958,0.413283
-11.0095,1,1.01835,2,3,0,11.6403,0.599203
-12.6001,0.725825,1.01835,2,3,0,13.2817,0.76785
-11.1049,0.932737,1.01835,1,3,0,12.9838,0.496459
-11.2527,0.985768,1.01835,2,3,0,11.2728,0.467786
-11.196,1,1.01835,2,3,0,11.2936,0.477615
-11.4815,0.79069,1.01835,2,3,0,12.5168,0.435809
-11.4815,0.383436,1.01835,1,3,0,14.5353,0.435809
-11.8837,0.890806,1.01835,1,1,0,11.9709,0.394449
-11.6717,1,1.01835,1,1,0,11.9897,0.414648
-10.9974,0.936705,1.01835,2,3,0,12.0935,0.530822
-10.9658,0.996983,1.01835,2,3,0,11.0149,0.557677
-11.0402,0.898428,1.01835,2,3,0,11.5093,0.61009
-10.9692,0.992822,1.01835,2,3,0,11.085,0.57383
-10.966,0.999595,1.01835,1,3,0,10.9713,0.556914
-11.4819,0.873086,1.01835,1,3,0,11.5412,0.435758
-11.9847,0.865744,1.01835,1,1,0,12.0602,0.385738
-11.6732,1,1.01835,1,1,0,12.0467,0.414497
-11.6732,0.606231,1.01835,1,1,0,13.0171,0.414497
-11.2417,1,1.01835,1,1,0,11.5742,0.469603
-11.7268,0.627417,1.01835,2,3,0,13.825,0.708177
-10.9813,0.978679,1.01835,1,3,0,11.747,0.540034
-11.1558,0.824179,1.01835,2,3,0,11.9624,0.63767
-11.2991,0.899249,1.01835,2,3,0,11.9109,0.460443
-11.0632,1,1.01835,2,3,0,11.2344,0.507215
-11.2874,0.935909,1.01835,1,1,0,11.2929,0.462251
-12.0114,0.8108,1.01835,1,1,0,12.0283,0.383518
-11.2973,1,1.01835,1,1,0,11.8237,0.460728
-11.4937,0.944164,1.01835,1,1,0,11.5589,0.434341
-10.9659,0.982798,1.01835,2,3,0,11.5891,0.567641
-10.9659,0.389541,1.01835,1,3,0,13.9134,0.567641
-10.9982,0.889878,1.01835,2,3,0,11.5625,0.530414
-10.9654,1,1.01835,1,3,0,10.9913,0.559063
-10.9654,0.681094,1.01835,1,3,0,12.2182,0.559063
-10.965,0.999343,1.01835,2,3,0,10.9688,0.562478
-11.6363,0.833676,1.01835,1,3,0,11.76,0.699852
-12.3151,0.792553,1.01835,2,3,0,13.8782,0.751358
-11.6343,1,1.01835,1,1,0,12.2123,0.699662
-11.156,1,1.01835,2,3,0,11.511,0.637705
-11.1193,1,1.01835,1,1,0,11.1819,0.63027
-11.4528,0.914189,1.01835,1,1,0,11.4581,0.680668
-12.8243,0.722443,1.01835,2,3,0,14.2572,0.779467
-13.4195,0.890481,1.01835,1,1,0,13.71,0.805966
-11.4781,1,1.01835,2,3,0,12.9244,0.436222
-11.3716,0.81332,1.01835,2,3,0,12.7945,0.449977
-11.3716,0.279448,1.01835,1,3,0,15.278,0.449977
-10.998,1,1.01835,1,3,0,11.2667,0.530495
-11.3425,0.946589,1.01835,2,3,0,11.3879,0.667069
-11.0862,0.961325,1.01835,1,3,0,11.5891,0.501057
-11.2927,0.940828,1.01835,1,1,0,11.3036,0.461427
-11.1543,0.900133,1.01835,2,3,0,12.0061,0.637377
-10.9668,0.990703,1.01835,2,3,0,11.2085,0.569867
-11.014,0.890651,1.01835,2,3,0,11.5607,0.60099
-11.012,1,1.01835,1,1,0,11.0265,0.600213
-11.6067,0.87251,1.01835,1,3,0,11.6265,0.696978
-11.4298,1,1.01835,1,1,0,11.6509,0.67799
-12.2926,0.936463,1.01835,2,3,0,12.3061,0.74996
-12.4379,0.989545,1.01835,2,3,0,12.7318,0.758733
-12.1913,1,1.01835,1,1,0,12.6307,0.743461
-13.8269,0.515209,1.01835,1,3,0,16.9009,0.276876
-11.574,1,1.01835,1,1,0,13.2083,0.425081
-12.2721,0.820591,1.01835,1,1,0,12.3483,0.363362
-12.2613,1,1.01835,1,1,0,12.639,0.364149
-11.3633,1,1.01835,1,1,0,12.0233,0.451121
-11.3633,0.606077,1.01835,1,3,0,13.587,0.451121
-11.023,0.939731,1.01835,2,3,0,11.7832,0.520048
-10.9885,0.756975,1.01835,2,3,0,12.4506,0.589217
-11.6327,0.85381,1.01835,2,3,0,12.0257,0.6995
-11.3775,1,1.01835,1,1,0,11.6315,0.671597
-10.9979,1,1.01835,1,3,0,11.2811,0.594083
-11.01,0.996543,1.01835,1,1,0,11.0172,0.599424
-10.9712,1,1.01835,1,3,0,10.999,0.576284
-11.0125,0.9343,1.01835,2,3,0,11.3254,0.524085
-11.1052,0.972995,1.01835,1,1,0,11.1087,0.496396
-11.811,0.856616,1.01835,1,3,0,11.811,0.401058
-13.2274,0.679864,1.01835,1,1,0,13.2868,0.305333
-16.4132,0.488558,1.01835,1,1,0,16.5224,0.190218
-13.283,1,1.01835,2,3,0,15.8337,0.302492
-12.6386,1,1.01835,1,1,0,13.4572,0.338703
-11.0337,1,1.01835,1,3,0,12.2369,0.516276
-11.9427,0.803344,1.01835,1,3,0,11.9615,0.389303
-11.5722,0.781825,1.01835,2,3,0,13.8136,0.425272
-11.5885,0.995317,1.01835,1,1,0,11.7633,0.423476
-11.2496,0.850992,1.01835,2,3,0,12.6998,0.468298
-11.1127,0.962599,1.01835,1,3,0,11.5307,0.62882
-11.0738,1,1.01835,1,1,0,11.1252,0.61959
-11.226,0.941246,1.01835,1,3,0,11.4772,0.472269
-11.8984,0.822155,1.01835,1,1,0,11.9086,0.393151
-12.2083,0.917165,1.01835,1,1,0,12.4196,0.368059
-11.4516,1,1.01835,1,1,0,12.0369,0.439489
-11.5704,0.966099,1.01835,1,1,0,11.691,0.425476
-11.0701,0.964098,1.01835,1,3,0,11.7873,0.61862
-11.0693,1,1.01835,1,1,0,11.0993,0.618414
-10.9651,0.847241,1.01835,2,3,0,11.9853,0.564098
-10.9991,0.991321,1.01835,1,3,0,11.0032,0.594668
-11.1266,0.964691,1.01835,1,1,0,11.1267,0.631814
-11.4606,0.87462,1.01835,2,3,0,12.0921,0.681565
-11.695,0.942684,1.01835,1,1,0,11.7814,0.705321
-12.4244,0.842996,1.01835,1,1,0,12.4879,0.757944
-11.2821,1,1.01835,2,3,0,12.1328,0.463064
-11.6596,0.895741,1.01835,1,1,0,11.7004,0.415894
-11.0566,0.966313,1.01835,1,3,0,11.8471,0.61495
-10.9978,0.986527,1.01835,2,3,0,11.1412,0.530607
-10.9704,1,1.01835,1,3,0,10.9898,0.549592
-10.9704,0.669806,1.01835,1,3,0,12.1833,0.549592
-11.2438,0.916373,1.01835,2,3,0,11.4681,0.469249
-11.8424,0.840022,1.01835,1,1,0,11.8589,0.398164
-10.9687,0.998031,1.01835,1,3,0,11.7566,0.573146
-10.9697,0.999707,1.01835,1,1,0,10.9706,0.574514
-10.9796,0.993825,1.01835,2,3,0,11.0052,0.583615
-11.1283,0.951424,1.01835,2,3,0,11.2818,0.63216
-11.0214,1,1.01835,1,1,0,11.1017,0.603792
-11.086,0.982023,1.01835,1,1,0,11.0927,0.622652
-11.1944,0.846321,1.01835,2,3,0,12.1114,0.477908
-11.0287,0.978932,1.01835,1,3,0,11.3223,0.606343
-10.993,1,1.01835,2,3,0,11.0216,0.591654
-10.9745,1,1.01835,2,3,0,10.9883,0.57952
-11.0248,0.915931,1.01835,2,3,0,11.4353,0.51938
-10.9809,0.970763,1.01835,2,3,0,11.1939,0.584508
-11.0446,0.981994,1.01835,1,1,0,11.0446,0.611441
-12.4604,0.712435,1.01835,1,3,0,12.5516,0.760037
-12.839,0.923672,1.01835,1,1,0,13.111,0.780196
-11.0271,1,1.01835,1,3,0,12.5198,0.605778
-11.2475,0.940592,1.01835,1,1,0,11.2477,0.653452
-11.0053,0.86875,1.01835,2,3,0,12.1491,0.527159
-11.3055,0.637594,1.01835,2,3,0,13.2838,0.662023
-10.968,0.986145,1.01835,2,3,0,11.3862,0.572035
-11.0314,0.981877,1.01835,1,3,0,11.0535,0.517059
-10.971,1,1.01835,2,3,0,11.0245,0.576035
-11.0262,0.991288,1.01835,2,3,0,11.0352,0.518898
-11.2894,0.792088,1.01835,2,3,0,12.2386,0.659724
-11.4471,0.887279,1.01835,2,3,0,12.2726,0.440058
-11.1096,1,1.01835,2,3,0,11.3591,0.628132
-10.9907,0.951809,1.01835,2,3,0,11.4295,0.534281
-10.9982,0.999264,1.01835,2,3,0,11.0044,0.530408
-11.549,0.911483,1.01835,2,3,0,11.6365,0.691166
-11.0864,1,1.01835,2,3,0,11.4241,0.622746
-10.9714,0.913671,1.01835,2,3,0,11.6081,0.548427
-11.1508,0.767291,1.01835,2,3,0,12.3043,0.636709
-11.5439,0.900671,1.01835,1,1,0,11.5502,0.690627
-10.9721,1,1.01835,2,3,0,11.5239,0.547761
-10.9721,0.355357,1.01835,1,3,0,14.2136,0.547761
-10.9721,0.407954,1.01835,1,3,0,13.8072,0.547761
-11.1327,0.961767,1.01835,1,3,0,11.1387,0.490193
-11.7039,0.845642,1.01835,1,1,0,11.7064,0.411389
-10.9664,0.999961,1.01835,1,3,0,11.618,0.569088
-11.1953,0.949402,1.01835,2,3,0,11.2941,0.477736
-11.1528,1,1.01835,1,1,0,11.2302,0.485977
-11.2647,0.96752,1.01835,1,1,0,11.3017,0.465834
-10.9907,1,1.01835,1,3,0,11.1873,0.534264
-11.4261,0.875998,1.01835,1,3,0,11.6138,0.677556
-11.4261,0.863329,1.01835,1,1,0,11.9044,0.677556
-11.0971,1,1.01835,2,3,0,11.34,0.625289
-11.36,0.931079,1.01835,1,1,0,11.366,0.669367
-10.9688,1,1.01835,1,3,0,11.2897,0.573231
-11.0464,0.977813,1.01835,1,3,0,11.0739,0.512158
-11.054,0.979551,1.01835,2,3,0,11.2003,0.614217
-11.0016,1,1.01835,2,3,0,11.0427,0.595835
-11.0438,0.988132,1.01835,1,1,0,11.0482,0.611194
